id,product_name,price,category,availability,description,img_primary,img_secondary,url
p265,Ylang Lavender â€“ Virgin Coconut Natural Butter,12,home care  bridal shower,yes,A 100% natural multi-usage ultra nourishing butter,Ylang Lavender â€“ Virgin Coconut Natural Butter_primary.jpg,Ylang Lavender â€“ Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/ylang-lavender-virgin-coconut-natural-butter/
p266,Neroli Jasmine â€“ Virgin Coconut Natural Butter,12,home care  bridal shower,no,A 100% natural multi-usage ultra nourishing butter,Neroli Jasmine â€“ Virgin Coconut Natural Butter_primary.jpg,Neroli Jasmine â€“ Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-virgin-coconut-natural-butter/
p267,Virgin Coconut â€“ Hair & Body Natural Butter 100g,18,home care  butter,no,A 100% natural multi-usage ultra-nourishing butter of pure Virgin Coconut Oil naturally extracted at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.,Virgin Coconut â€“ Hair & Body Natural Butter 100g_primary.jpg,Virgin Coconut â€“ Hair & Body Natural Butter 100g_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-hair-body-natural-butter-100g/
p268,Sandalwood Vetiver â€“ Hair Nourishing Balm 200g,19,home care  damaged & chemically treated,no,"A deep penetrating, balancing treatment with vitamin-rich regenerative Ayurveda herbs.",Sandalwood Vetiver â€“ Hair Nourishing Balm 200g_primary.jpg,Sandalwood Vetiver â€“ Hair Nourishing Balm 200g_secondary.jpg,https://store.spaceylon.com/product/sandalwood-vetiver-hair-nourishing-balm-200g/
p269,Sandalwood Vetiver â€“ Hair Oil Mist 100ml,17,home care  dandruff & oily scalp,no,"A fast absorbent natural shine formula, with refreshing aromatic herbs.",Sandalwood Vetiver â€“ Hair Oil Mist 100ml_primary.jpg,,https://store.spaceylon.com/product/sandalwood-vetiver-hair-oil-mist-100ml/
p270,Aloe Vera Water Grass â€“ Hair Oil Mist 100ml,17,home care  mist,no,"A fast-absorbent natural shine formula, with refreshing & fortifying Ayurveda herbs & essential oils.",Aloe Vera Water Grass â€“ Hair Oil Mist 100ml_primary.jpg,,https://store.spaceylon.com/product/aloe-vera-water-grass-hair-oil-mist-100ml/
p271,Neroli Jasmine â€“ Scalp Massage Oil 250ml,19,home care  dandruff & dry scalp,no,A calming blend of essential oils & hydrating Ayurveda herbs infused in vitamin rich Virgin Coconut oil.,Neroli Jasmine â€“ Scalp Massage Oil 250ml_primary.jpg,Neroli Jasmine â€“ Scalp Massage Oil 250ml_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-scalp-massage-oil-250ml/
p272,Neelayadi â€“ Scalp & Hair Treatment Oil 250ml,19,home care  dandruff & oily scalp,no,A powerful traditional formula with unique medicated soothing action.,Neelayadi â€“ Scalp & Hair Treatment Oil 250ml_primary.jpg,Neelayadi â€“ Scalp & Hair Treatment Oil 250ml_secondary.jpg,https://store.spaceylon.com/product/neelayadi-scalp-hair-treatment-oil-250ml/
p273,Nishadi â€“ Scalp & Hair Treatment Oil 250ml,19,home care  oil,no,A powerful traditional formula with energizing therapeutic action.,Nishadi â€“ Scalp & Hair Treatment Oil 250ml_primary.jpg,Nishadi â€“ Scalp & Hair Treatment Oil 250ml_secondary.jpg,https://store.spaceylon.com/product/nishadi-scalp-hair-treatment-oil-250ml/
p274,Thriphala â€“ Treatment Oil 250ml,17,home care  oil,no,A powerful traditional formula. Increases blood circulation & relieves muscle & joint pains.,Thriphala â€“ Treatment Oil 250ml_primary.jpg,Thriphala â€“ Treatment Oil 250ml_secondary.jpg,https://store.spaceylon.com/product/thriphala-treatment-oil-250ml/
p275,Ksheerabala â€“ Treatment Oil 250ml,17,home care  oil,no,"A powerful traditional formula. Hydrates muscle & joint pains. Effectively relieves body fatigue & relaxes body.
 ",Ksheerabala â€“ Treatment Oil 250ml_primary.jpg,Ksheerabala â€“ Treatment Oil 250ml_secondary.jpg,https://store.spaceylon.com/product/ksheerabala-treatment-oil-250ml/
p276,Cedarwood â€“ Essential Oil 20ml,22,home care  essential oils,yes,Fortifying Calming & Strengthening,Cedarwood â€“ Essential Oil 20ml_primary.jpg,Cedarwood â€“ Essential Oil 20ml_secondary.jpg,https://store.spaceylon.com/product/cedarwood-essential-oil-20ml/
p277,Frankincense â€“ Essential Oil 20ml,29,home care  essential oils,yes,"Deeply Calming, Revitalizing & Uplifting",Frankincense â€“ Essential Oil 20ml_primary.jpg,Frankincense â€“ Essential Oil 20ml_secondary.jpg,https://store.spaceylon.com/product/frankincense-essential-oil-20ml/
p278,Pink Grapefruit â€“ Aromaveda Natural Candle 50g,13,home care  aroma for verandas,yes,"Awakening, Uplifting & Refreshing
A 100% natural blend of vegetable waxes & pure essential oils with aromas reminiscent of old Ceylon. Carefully blended & hand poured, to ensure the soothing properties of the essential oils are present in every candle. Long lasting candle slow-burns for over 6 hours.",,Pink Grapefruit â€“ Aromaveda Natural Candle 50g_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-aromaveda-natural-candle-50g/
p279,Forest Trail â€“ Aromaveda Natural Candle 50g,13,home care  aroma for verandas,yes,"Soothing, Refreshing & Balancing
A 100% natural blend of vegetable waxes & pure essential oils with aromas reminiscent of old Ceylon. Carefully blended & hand poured, to ensure the soothing properties of the essential oils are present in every candle. Long lasting candle slow-burns for over 6 hours.",,Forest Trail â€“ Aromaveda Natural Candle 50g_secondary.jpg,https://store.spaceylon.com/product/forest-trail-aromaveda-natural-candle-50g/
p280,Frankincense Kay Lime â€“ Aromaveda Natural Candle 50g,13,home care  aroma for verandas,yes,"Calming, Refreshing & Balancing
A 100% natural blend of vegetable waxes & pure essential oils with aromas reminiscent of old Ceylon. Carefully blended & hand poured, to ensure the soothing properties of the essential oils are present in every candle. Long lasting candle slow-burns for over 6 hours.",,Frankincense Kay Lime â€“ Aromaveda Natural Candle 50g_secondary.jpg,https://store.spaceylon.com/product/frankincense-kay-lime-aromaveda-natural-candle-50g/
p281,Pink Grapefruit â€“ Natural Room Aromizer 190ml,38,home care  event fragrances,yes,A decorative Natural Room Aromizer combining vintage glass and fiber diffuser sticks with pure essential oils & natural fragrance compounds.,Pink Grapefruit â€“ Natural Room Aromizer 190ml_primary.jpg,Pink Grapefruit â€“ Natural Room Aromizer 190ml_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-natural-room-aromizer-190ml/
p282,Forest Trail â€“ Natural Room Aromizer 190ml,38,home care  event fragrances,yes,A decorative Natural Room Aromizer combining vintage glass and fiber diffuser sticks with pure essential oils & natural fragrance compounds.,,Forest Trail â€“ Natural Room Aromizer 190ml_secondary.jpg,https://store.spaceylon.com/product/forest-trail-natural-room-aromizer-190ml/
p283,Ceylon Pink Grapefruit â€“ Elephant Aromaveda Sachet,13,home care  aroma for bedroom,yes,"A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",,Ceylon Pink Grapefruit â€“ Elephant Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/ceylon-pink-grapefruit-elephant-aromaveda-sachet/
p284,Ceylon Spiced Sandalwood â€“ Elephant Aromaveda Sachet,13,home care  aroma for bedroom,yes,"A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",,,https://store.spaceylon.com/product/ceylon-spiced-sandalwood-elephant-aromaveda-sachet/
p285,Ceylon Forest Trail â€“ Elephant Aromaveda Sachet,13,home care  aroma for bedroom,yes,"A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",,,https://store.spaceylon.com/product/ceylon-forest-trail-elephant-aromaveda-sachet/
p286,Cardamom Rose â€“ Aromaveda Sachet,13,home care  aroma for bedroom,yes,"Fortifying, Uplifting & Delighting
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",Cardamom Rose â€“ Aromaveda Sachet_primary.jpg,Cardamom Rose â€“ Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-aromaveda-sachet/
p287,Neroli Jasmine â€“ Natural Twigs Room Aromizer,20,home care  event fragrances,yes,"Calming, Uplifting & Healing
A decorative natural Room Aromizer combining dried natural twigs with pure essential oils & natural fragrance compounds.",,Neroli Jasmine â€“ Natural Twigs Room Aromizer_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-natural-twigs-room-aromizer/
p288,Ceylon Spiced Sandalwood â€“ Aromaveda Incense Sticks,10,home care  incense sticks,yes,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives. These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Spiced Sandalwood blend is an aromatic fusion of Vetiver & Patchouli, Sandalwood & Cinnamon essential oils with natural fragrance compounds. The blend gently infuses your living spaces with rich natural scents to soothe, calm & indulge your body, mind & soul.",Ceylon Spiced Sandalwood â€“ Aromaveda Incense Sticks_primary.jpg,Ceylon Spiced Sandalwood â€“ Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-spiced-sandalwood-aromaveda-incense-sticks/
p289,Ceylon Pink Grapefruit â€“ Aromaveda Incense Sticks,10,home care  incense sticks,yes,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives.
These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Pink Grapefruit blend is an aromatic fusion of Grapefruit, Lime & Bergamot essential oils with natural fragrance compounds. The blend gently infuses your living spaces with rich Aroma Veda cents to awaken, uplift & refresh your body, mind & soul.",Ceylon Pink Grapefruit â€“ Aromaveda Incense Sticks_primary.jpg,Ceylon Pink Grapefruit â€“ Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-pink-grapefruit-aromaveda-incense-sticks/
p290,Ceylon Forest Trail â€“ Aromaveda Incense Sticks,10,home care  incense sticks,no,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives.
These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Forest Trail blend is an aromatic fusion of Peppermint, Spearmint, Lemongrass & Eucalyptus essential oils with natural compounds. The blend gently infuses your living spaces with rich natural scents to soothe, calm & relax your body, mind & soul.",Ceylon Forest Trail â€“ Aromaveda Incense Sticks_primary.jpg,Ceylon Forest Trail â€“ Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-forest-trail-aromaveda-incense-sticks/
p291,Lavender Neroli Ylang â€“ Aromaveda Sachet,10,home care  aroma sachets,yes,"Gently Pacifying, Soothing & Calming
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",,Lavender Neroli Ylang â€“ Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/lavender-neroli-ylang-aromaveda-sachet/
p292,Ceylon Tea & Ylang â€“ Aromaveda Sachet,10,home care  aroma for bedroom,yes,"Soothing, Balancing & Sensual
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",,Ceylon Tea & Ylang â€“ Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-aromaveda-sachet/
p293,Pink Grapefruit â€“ Aromaveda Sachet,10,fragrance care  aroma sachets,yes,"Awakening, Uplifting & Refreshing
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",,Pink Grapefruit â€“ Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-aromaveda-sachet/
p294,Cardamom Rose â€“ Aromaveda Incense Sticks,11,fragrance care  cardamom rose,no,"These traditional Ayurveda aroma incense sticks combining wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas reminiscent of old Ceylon. Our packaging is adorned with Royal insignia inspired by the Royal Kandyan courts of ancient Ceylon. The Cardamom Rose blend is a fusion of Ceylon Cardamom essential oil & Himalayan Rose essence with natural fragrance compounds. The blend gently infuses your living space with the power of Aroma Veda to fortify, uplift & delight your body, mind & soul.",Cardamom Rose â€“ Aromaveda Incense Sticks_primary.jpg,Cardamom Rose â€“ Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-aromaveda-incense-sticks/
p295,Precious Wood â€“ Home Aroma Blend 20ml,19,fragrance care  home aroma blends,no,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Cooling
Refreshing",Precious Wood â€“ Home Aroma Blend 20ml_primary.jpg,Precious Wood â€“ Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/precious-wood-home-aroma-blend-20ml/
p296,Aloe Watergrass â€“ Home Aroma Blend 20ml,17,fragrance care  home aroma blends,no,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Warming
Energising",Aloe Watergrass â€“ Home Aroma Blend 20ml_primary.jpg,Aloe Watergrass â€“ Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/aloe-watergrass-home-aroma-blend-20ml/
p297,Forest Trail â€“ Home Aroma Blend 20ml,16,fragrance care  home aroma blends,no,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Refreshing
Balancing",Forest Trail â€“ Home Aroma Blend 20ml_primary.jpg,Forest Trail â€“ Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/forest-trail-home-aroma-blend-20ml/
p298,Ceylon Tea & Ylang â€“ Home Aroma Blend 20ml,17,fragrance care  home aroma blends,no,100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.,Ceylon Tea & Ylang â€“ Home Aroma Blend 20ml_primary.jpg,Ceylon Tea & Ylang â€“ Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-home-aroma-blend-20ml/
p299,Cardamom Rose â€“ Home Spa Set,46,fragrance care  bridal shower,no,"A selection of indulgent Ayurveda home spa formulae infused with precious herbs & pure aromatic essential oils.
Available to purchase in the local Stores.",,,https://store.spaceylon.com/product/cardamom-rose-home-spa-set/
p300,Pink Grapefruit â€“ Home Aroma Blend 20ml,15,fragrance care  home aroma blends,no,For body massage use. Best for oily / Problem skin.,Pink Grapefruit â€“ Home Aroma Blend 20ml_primary.jpg,Pink Grapefruit â€“ Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-home-aroma-blend-20ml/
p301,Neroli â€“ Essential Oil 20ml,19,fragrance care  essential oils,yes,For body massage use. Best for mature / dry skin.,Neroli â€“ Essential Oil 20ml_primary.jpg,Neroli â€“ Essential Oil 20ml_secondary.jpg,https://store.spaceylon.com/product/neroli-essential-oil-20ml/
p302,Peppermint â€“ Essential Oil 20ml,12,fragrance care  essential oils,yes,For body massage use: Best for oily skin.,Peppermint â€“ Essential Oil 20ml_primary.jpg,Peppermint â€“ Essential Oil 20ml_secondary.jpg,https://store.spaceylon.com/product/peppermint-essential-oil-20ml/
p303,Sandalwood Vetiver â€“ Hair Oil Mist 100ml,17,fragrance care  dandruff & oily scalp,no,"A fast absorbent natural shine formula, with refreshing aromatic herbs.",Sandalwood Vetiver â€“ Hair Oil Mist 100ml_primary.jpg,,https://store.spaceylon.com/product/sandalwood-vetiver-hair-oil-mist-100ml/
p304,Aloe Vera Water Grass â€“ Hair Oil Mist 100ml,17,fragrance care  mist,no,"A fast-absorbent natural shine formula, with refreshing & fortifying Ayurveda herbs & essential oils.",Aloe Vera Water Grass â€“ Hair Oil Mist 100ml_primary.jpg,,https://store.spaceylon.com/product/aloe-vera-water-grass-hair-oil-mist-100ml/
p305,Spa Ceylon Red Eau De Perfume 100ml,37,fragrance care  for men,no,"A warm woody masculine fragrance, blending top notes of Fresh Cut Citrus with Energising Island Spices, indulging you in an exhilarating escape to the fabled spice gardens of old Ceylon.",Spa Ceylon Red Eau De Perfume 100ml_primary.jpg,Spa Ceylon Red Eau De Perfume 100ml_secondary.jpg,https://store.spaceylon.com/product/spa-ceylon-red-eau-de-perfume-100ml/
p306,Spa Ceylon Green Eau De Perfume 100ml,37,fragrance care  for men,no,"A fresh masculine fragrance, blending top notes of Sweet Island Citrus & Rich Tropical Greens, splashed with a hint of Ceylon Spice, indulging you in an uplifting escape to the green tropical rainforests of old Ceylon.",Spa Ceylon Green Eau De Perfume 100ml_primary.jpg,Spa Ceylon Green Eau De Perfume 100ml_secondary.jpg,https://store.spaceylon.com/product/spa-ceylon-green-eau-de-perfume-100ml/
p307,Spa Ceylon Blue Eau De Perfume 100ml,37,fragrance care  for men,no,"An intensely masculine fragrance, blending top notes of Island Citrons & Rich Tropical Greens with subtle Florals, indulging you in an invigorating escape to the seaside estates of old Ceylon.",Spa Ceylon Blue Eau De Perfume 100ml_primary.jpg,Spa Ceylon Blue Eau De Perfume 100ml_secondary.jpg,https://store.spaceylon.com/product/spa-ceylon-blue-eau-de-perfume-100ml/
p308,Forest Energy Ceylon Elephant Eau De Perfume 100ml,37,fragrance care  for men,no,"A powerful masculine scent combining Fresh Herbals with Sweet Citroens, leading to an intense base of Dark Oriental Woods, inspired by the fragrant woodland forest habitats of the Majestic Ceylon Elephant.",Forest Energy Ceylon Elephant Eau De Perfume 100ml_primary.jpg,Forest Energy Ceylon Elephant Eau De Perfume 100ml_secondary.jpg,https://store.spaceylon.com/product/forest-energy-ceylon-elephant-eau-de-perfume-100ml-2/
p309,Forest Escape Ceylon Elephant Eau De Perfume 100ml,37,fragrance care  for men,no,"An intensely masculine scent combining top notes of Island Citrons, Tropical Greens & Subtle Florals, in a blend inspired by the fragrant deep-forest habitats of the Majestic Ceylon Elephant.",Forest Escape Ceylon Elephant Eau De Perfume 100ml_primary.jpg,Forest Escape Ceylon Elephant Eau De Perfume 100ml_secondary.jpg,https://store.spaceylon.com/product/forest-escape-ceylon-elephant-eau-de-perfume-100ml-2/
p310,Forest Tribe Ceylon Elephant Eau De Perfume 100ml,37,fragrance care  for men,no,"A refreshing masculine scent combining sparkling top notes of Bitter Sweet Citrons, Wild Herbs & Cool Sea Breeze, inspired by the fragrant seaside forest habitats of the Majestic Ceylon Elephant.",Forest Tribe Ceylon Elephant Eau De Perfume 100ml_primary.jpg,Forest Tribe Ceylon Elephant Eau De Perfume 100ml_secondary.jpg,https://store.spaceylon.com/product/forest-tribe-ceylon-elephant-eau-de-perfume-100ml-2/
p311,Hikkaduwa Eau De Perfume â€“ 50ml,28,fragrance care  beach perfumes,no,"Dive into the coral beaches of Hikkaduwa with this exotic tropical fragrance, reminiscent of an island escape to the sun-kissed beaches of Ceylon.",Hikkaduwa Eau De Perfume â€“ 50ml_primary.jpg,Hikkaduwa Eau De Perfume â€“ 50ml_secondary.jpg,https://store.spaceylon.com/product/hikkaduwa-eau-de-perfume-50ml/
p312,Unawatuna Eau De Perfume â€“ 50ml,28,fragrance care  beach perfumes,no,"Chill on the jungle beaches of Unawatuna with this exotic tropical fragrance, reminiscent of an island escape to the sun-kissed beaches of Ceylon",Unawatuna Eau De Perfume â€“ 50ml_primary.jpg,Unawatuna Eau De Perfume â€“ 50ml_secondary.jpg,https://store.spaceylon.com/product/unawatuna-eau-de-perfume-50ml/
p313,Mirissa Eau De Perfume â€“ 50ml,28,fragrance care  beach perfumes,yes,"Explore the Secret Beaches of Mirissa with this exotic tropical fragrance, reminiscent of an island escape to the wondrous sun-kissed beaches of Ceylon.",Mirissa Eau De Perfume â€“ 50ml_primary.jpg,Mirissa Eau De Perfume â€“ 50ml_secondary.jpg,https://store.spaceylon.com/product/mirissa-eau-de-perfume-50ml/
p314,Arugambay Eau De Perfume â€“ 50ml,28,fragrance care  beach perfumes,yes,"Surf by the tropical beaches of Arugam Bay with this exotic tropical fragrance, reminiscent of an island escape to the sun-kissed beaches of Ceylon.",Arugambay Eau De Perfume â€“ 50ml_primary.jpg,Arugambay Eau De Perfume â€“ 50ml_secondary.jpg,https://store.spaceylon.com/product/arugambay-eau-de-perfume-50ml/
p315,Royal Lotus â€“ Eau de Perfume Roll-On â€“ 10ml,10,fragrance care  fragrances,no,"A luxurious exotic vibrant floral bouquet of Ceylonese Royal Lotus sparkling with a combination of Ceylon Frangipani & Island Magnolia, indulging you in a sensual escape to the Moon-lit Royal Lotus Lakes of old Ceylon.",Royal Lotus â€“ Eau de Perfume Roll-On â€“ 10ml_primary.jpg,,https://store.spaceylon.com/product/royal-lotus-eau-de-perfume-roll-on-10ml/
p316,Island Rose â€“ Eau de Perfume Roll-On â€“ 10ml,10,fragrance care  fragrances,no,"A luxuriously vivacious floral bouquet of Exotic Oriental Roses with a soft touch of Violets & Geraniums, indulging you in a romantic escape to the Misty Mountain Gardens of old Ceylon.",Island Rose â€“ Eau de Perfume Roll-On â€“ 10ml_primary.jpg,,https://store.spaceylon.com/product/island-rose-eau-de-perfume-roll-on-10ml/
p317,Royal Lotus -Bath & Shower Gel 250ml,21,fragrance care  bath & shower,no,A mild cleansing formula infused with precious herbs & pure essential oils.,Royal Lotus -Bath & Shower Gel 250ml_primary.jpg,Royal Lotus -Bath & Shower Gel 250ml_secondary.jpg,https://store.spaceylon.com/product/royal-lotus-bath-shower-gel-250ml/
p318,Unawatuna -Bath & Shower Gel 250ml,21,fragrance care  bath & shower,no,A mild cleansing formula infused with precious herbs & pure essential oils.,Unawatuna -Bath & Shower Gel 250ml_primary.jpg,Unawatuna -Bath & Shower Gel 250ml_secondary.jpg,https://store.spaceylon.com/product/unawatuna-bath-shower-gel-250ml/
p319,Island Rose -Bath & Shower Gel 250ml,21,fragrance care  bath & shower,yes,A mild cleansing formula infused with precious herbs & pure essential oils.,Island Rose -Bath & Shower Gel 250ml_primary.jpg,Island Rose -Bath & Shower Gel 250ml_secondary.jpg,https://store.spaceylon.com/product/island-rose-bath-shower-gel-250ml/
p320,Mirissa -Bath & Shower Gel 250ml,21,fragrance care  bath & shower,yes,A mild cleansing formula infused with precious herbs & pure essential oils.,Mirissa -Bath & Shower Gel 250ml_primary.jpg,Mirissa -Bath & Shower Gel 250ml_secondary.jpg,https://store.spaceylon.com/product/mirissa-bath-shower-gel-250ml/
p321,Tuberose- Eau De Perfume-50ml,32,fragrance care  best sellers,yes,"A luxurious blissful floral bouquet of Oriental Tuberose twinned with whispers of Ceylonese Jasmine, indulging you in a sensual escape to the Royal Floral Gardens of old Ceylon.",Tuberose- Eau De Perfume-50ml_primary.jpg,Tuberose- Eau De Perfume-50ml_secondary.jpg,https://store.spaceylon.com/product/tuberose-eau-de-perfume-50ml/
p322,Royal Lotus- Eau De Perfume-50ml,32,fragrance care  eau de perfume,yes,"A luxurious exotic vibrant floral bouquet of Ceylonese Royal Lotus sparkling with a combination of Ceylon Frangipani & Island Magnolia, indulging you in a sensual escape to the Moon-lit Royal Lotus Lakes of old Ceylon.",Royal Lotus- Eau De Perfume-50ml_primary.jpg,Royal Lotus- Eau De Perfume-50ml_secondary.jpg,https://store.spaceylon.com/product/royal-lotus-eau-de-perfume-50ml/
p323,Night Jasmine- Eau De Perfume -50ml,32,fragrance care  eau de perfume,no,"A luxurious sophisticated oriental floral bouquet of Night Jasmines sparkling with Island Champaka & Ceylon Orchids, indulging you in a romantic sunset escape to the sea-side Royal Gardens of old Ceylon.",Night Jasmine- Eau De Perfume -50ml_primary.jpg,Night Jasmine- Eau De Perfume -50ml_secondary.jpg,https://store.spaceylon.com/product/night-jasmine-eau-de-perfume-50ml/
p324,Island Rose -Eau De Perfume -50ml,32,fragrance care  eau de perfume,no,"A luxuriously vivacious floral bouquet of Exotic Oriental Roses with a soft touch of Violets & Geraniums, indulging you in a romantic escape to the Misty Mountain Gardens of old Ceylon.",Island Rose -Eau De Perfume -50ml_primary.jpg,Island Rose -Eau De Perfume -50ml_secondary.jpg,https://store.spaceylon.com/product/island-rose-eau-de-perfume-50ml/
p325,Mirissa â€“ Nourishing Hand & Body Lotion â€“ 160ml,21,fragrance care  body lotions,yes,"A rich, naturally hydrating blend of WonderHerbs, plant oils & fruit butters to deeply nourish, care & protect. Infused with aromatic essences & floral essential oils for lasting fragrant softness.",Mirissa â€“ Nourishing Hand & Body Lotion â€“ 160ml_primary.jpg,Mirissa â€“ Nourishing Hand & Body Lotion â€“ 160ml_secondary.jpg,https://store.spaceylon.com/product/mirissa-nourishing-hand-body-lotion-160ml/
p326,Royal Lotus â€“ Nourishing Hand & Body Lotion â€“ 160ml,21,fragrance care  body lotions,no,"A rich, naturally hydrating blend of WonderHerbs, plant oils & fruit butters to deeply nourish, care & protect. Infused with aromatic essences & floral essential oils for lasting fragrant softness.",Royal Lotus â€“ Nourishing Hand & Body Lotion â€“ 160ml_primary.jpg,Royal Lotus â€“ Nourishing Hand & Body Lotion â€“ 160ml_secondary.jpg,https://store.spaceylon.com/product/royal-lotus-nourishing-hand-body-lotion-160ml/
p327,Hikkaduwa â€“ Body Spray 200ml,18,fragrance care  body sprays,yes,"Dive into the coral beaches of Hikkaduwa with this exotic perfume blend, reminiscent of a tropical island escape to the sunkissed beaches of Ceylon.
Infused with aromatic notes of Watermelon, Pineapple, Guava & Jasmine combined with pure essential oil of mesmerizing Neroli Blossom, this tropical scent keeps you fresh & fragrant all-day long.",Hikkaduwa â€“ Body Spray 200ml_primary.jpg,Hikkaduwa â€“ Body Spray 200ml_secondary.jpg,https://store.spaceylon.com/product/hikkaduwa-body-spray-200ml/
p328,Island Rose â€“ Nourishing Hand & Body Lotion â€“ 160ml,21,fragrance care  body lotions,no,"A rich, naturally hydrating blend of WonderHerbs, plant oils & fruit butters to deeply nourish, care & protect. Infused with aromatic essences & floral essential oils for lasting fragrant softness.",Island Rose â€“ Nourishing Hand & Body Lotion â€“ 160ml_primary.jpg,Island Rose â€“ Nourishing Hand & Body Lotion â€“ 160ml_secondary.jpg,https://store.spaceylon.com/product/island-rose-nourishing-hand-body-lotion-160ml/
